"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"978567018193420289","","","2018-03-27 09:38:52 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @se_so_neon: [방청신청]
아리랑국제방송 &lt;&lt;I'm Live&gt;&gt; 방청신청 안내

1.출연 뮤지션 : 새소년,ADOY

2.방청일시 및 장소
2018년 4월 4일 (수) 저녁 7시, 강남역 카페 알베르 B1 https://t.co/pGp…","978505785410924544","718392164741472256","2018-03-27 05:35:33 +0000","https://twitter.com/se_so_neon/status/978505785410924544/photo/1"
"978567000980045825","","","2018-03-27 09:38:48 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @adoyband: 2018년 4월 4일 (수) 저녁 7시, 강남역 카페 알베르 B1
-신청기간:3.27(화)-4.1(일)
-신청방법: imlive01@naver.com 로 이름, 연락처, 신청사유를 보내주세요.
-당첨발표: 4월 2일(월)/…","978545694658019329","755405901515718656","2018-03-27 08:14:08 +0000","https://twitter.com/adoyband/status/978545694658019329/photo/1"
"978566462842454016","","","2018-03-27 09:36:40 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @TableSound: MUSIC ✔️최낙타

나인뮤지스 경리와 함께한 '봄봄' 음원이 공개 되었습니다. 봄과 어울리는 풋풋하고 달달한 음악이에요 :) 함께 들어요🎧
-
#최낙타 #나인뮤지스 #경리 #봄봄 #싱글 #테이블사운드 #음악추천 #숨밍…","978562790418825216","349491721","2018-03-27 09:22:04 +0000","https://twitter.com/TableSound/status/978562790418825216/photo/1"
"978566169027231745","","","2018-03-27 09:35:30 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @electric_muse: 세이수미 2집 발매 콘서트 @SaySueMe
'Where We Were Together' 티켓 오픈✔️
일시: 2018년 4월 13일(금) 저녁 8시
장소: 벨로주@홍대 (서울 마포구 서교동 372-6 B1)
예매처…","978565067594645505","49219598","2018-03-27 09:31:07 +0000","https://bit.ly/2DU5hBd,https://twitter.com/electric_muse/status/978565067594645505/photo/1"
"978565074276122626","","","2018-03-27 09:31:09 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @privatecurve: [NEW EP: 강이채 ‘HITCH’]
‘길 위에서 만나는 인연, 그 만남을 준비하는 담담한 멜로디’
강이채의 새앨범 ‘HITCH’가 발매되었습니다.
많은 사랑 부탁드려요~
-멜론: https://t.co/L0DOkG…","978562897621041152","116748623","2018-03-27 09:22:30 +0000","https://bit.ly/2GuCo3P,https://bit.ly/2pEhV36,https://bit.ly/2pIOCvn,https://bit.ly/2G9Eua2,https://twitter.com/privatecurve/status/978562897621041152/photo/1"
"978556785148690433","","","2018-03-27 08:58:12 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #PlayDB 】 #올림픽공원
팬텀 vs 팬텀 콘서트 (2018.05.26 ~ 2018.05.27) at 올림픽공원 올림픽홀
▶ https://t.co/QJVmkH39Bo
　
#플레이DB #인터파크티켓 #콘서트
#공연일정 #티켓공지
#솔플파티 #solplparty https://t.co/WXtsostO4s","","","","http://bit.ly/2pKShbX,https://twitter.com/solplparty/status/978556785148690433/photo/1"
"978552316923142144","","","2018-03-27 08:40:27 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[콘서트] 팔로알토X허클베리피X지투 콘서트 〈RAPFLICKS〉 티켓오픈 안내 : 18.03.30(금) 20:00
▶ https://t.co/OfGG2JD8WU
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2uuYXAT"
"978552313517428736","","","2018-03-27 08:40:26 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[콘서트] 팬텀vs팬텀 콘서트 티켓오픈 안내 : 18.04.03(화) 20:00
▶ https://t.co/DizMs2XPUu
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2IT0Jyy"
"978547469448511488","","","2018-03-27 08:21:11 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #PlayDB 】 #블루스퀘어
신금호의 오페라로 사치하라 (2018.04.27 ~ 2018.04.27) at 블루스퀘어 카오스홀
▶ https://t.co/LrfWnLAXhP
　
#플레이DB #인터파크티켓
#공연일정 #티켓공지
#솔플파티 #solplparty https://t.co/y59JtbFBCu","","","","http://bit.ly/2DYostt,https://twitter.com/solplparty/status/978547469448511488/photo/1"
"978545223386193920","","","2018-03-27 08:12:16 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
팬텀vs팬텀 콘서트 티켓오픈 안내 : 18.04.03(화) 20:00
▶ https://t.co/6BPRnpCgeB
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty https://t.co/Ii1lmgOnjU","","","","http://bit.ly/2IWtomG,https://twitter.com/solplparty/status/978545223386193920/photo/1"
"978537143986475009","","","2018-03-27 07:40:10 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[콘서트] 〈이색낭만 피크닉 콘서트 vol.2〉 티켓오픈 안내 : 18.03.30(금) 14:00
▶ https://t.co/4fBYqPBvKK
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2GcZb0G"
"978537146444283904","","","2018-03-27 07:40:10 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[콘서트] 온사랑 자선 디너 콘서트 티켓오픈 안내 : 18.03.27(화) 15:00
▶ https://t.co/ptWGj9NZtL
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2ITGL6S"
"978522100976713728","","","2018-03-27 06:40:23 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #인터파크티켓 】
[연극] 연극 〈컨설턴트〉 2차 티켓오픈 안내 : 18.04.03(화) 14:00
▶ https://t.co/UUv8CntcoP
　
#인터파크 #티켓오픈공지 #티켓공지
#솔플파티 #solplparty","","","","http://bit.ly/2pITAbC"
"978519844164456448","","","2018-03-27 06:31:25 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #플랫폼창동61 】
[기타] 블라썸 뮤직 페스타 (플랫폼창동61의 특별한 봄맞이 페스티벌!) : 2018년 4월 26일 (목)-4월 28일 (토)
▶ https://t.co/9POgqbDKQa
　
#Platform61 #공연일정 #티켓공지
#솔플파티 #solplparty https://t.co/SI0ulji9YY","","","","http://bit.ly/2Gg3bgS,https://twitter.com/solplparty/status/978519844164456448/photo/1"
"978519813415997440","","","2018-03-27 06:31:18 +0000","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","【 #플랫폼창동61 】
[대관프로그램] 2018 동북4구 도시재생전문가포럼 (창동상계 신경제중심지 조성과 지역상권 활성화) : 2018년 3월 29일 (목) 13:40-16:00
▶ https://t.co/IdC2ug2wxh
　
#Platform61 #공연일정 #티켓공지
#솔플파티 #solplparty https://t.co/iam9w69Rpu","","","","http://bit.ly/2GuaUeS,https://twitter.com/solplparty/status/978519813415997440/photo/1"
